sequence_id,kingdom,phylum,class,order,family,genus,species,confidence,method,predicted_label
AF419677.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY323502.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431216.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB175500.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431215.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF513952.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY532544.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF407391.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB089112.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB089111.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ249097.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY221615.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF299127.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF299131.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF299128.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB089050.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF026988.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF026987.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF402972.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF027060.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF027068.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF027067.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF402984.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ009461.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF419691.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF445703.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF463534.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF062491.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506793.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
X67854.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF225547.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF225546.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY203900.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY203898.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB066098.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L10079.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506778.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506779.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
M57398.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U51870.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
EF070342.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF292381.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF103882.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF103879.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
Y09404.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U51872.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF103880.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U51871.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U89351.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF103883.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ004689.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506786.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506783.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506773.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506784.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506769.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
EF204589.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506791.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506790.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF103881.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF333339.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF333338.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF207739.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF000223.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U96297.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U96296.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ011431.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF336947.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
EU544199.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF292377.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY143177.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF455130.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF292378.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY143175.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF297868.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY034817.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ307735.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY631956.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY034820.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF334681.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U96300.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U51873.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY203901.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF246984.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ438112.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF262037.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ438113.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U18766.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF286053.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF336948.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF118807.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF118017.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY631950.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF225549.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF054572.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY686608.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF320621.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF047851.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY203899.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
Z25742.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY062899.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY062898.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF361935.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF348617.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
Z25741.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ415545.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF333340.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U65103.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
M88137.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY686606.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
M88150.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ007931.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF127912.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF177475.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF010140.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY631945.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF225548.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY034821.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY034819.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY034818.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY009132.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY009130.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY009131.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
U96299.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY009129.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF284754.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
M88152.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
DQ415546.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB076677.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB076675.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF043425.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY165045.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF043423.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF043424.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AM419984.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF219234.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY864915.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF219233.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF219235.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506781.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF506780.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY218582.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB126236.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY693819.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ488073.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF420360.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF068805.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF068786.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431213.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY355299.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB091293.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF029044.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431225.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431221.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF420359.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015517.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015531.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF420344.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ515716.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF154101.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ515712.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013264.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013262.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015535.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015258.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013260.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013261.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY197410.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015582.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB112447.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB112446.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB112448.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF357198.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
Y11561.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF357199.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
EU234206.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY218555.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ515715.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY355304.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY327881.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L35522.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY251060.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L35523.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY312991.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L35520.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY312990.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L35521.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF420343.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015257.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY532570.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY532543.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY251062.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ431224.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
L40808.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF458287.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015529.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015259.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB015256.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013833.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AJ271655.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AB013832.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF069963.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AY327877.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
AF507710.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
Y18254.1,Unknown,OTU-010,Unknown,Unknown,Unknown,OTU-010,OTU-010,8.33,embedding_kmeans_fallback,OTU-010
